duration,cast_total_facebook_likes,title_year,imdb_score,movie_facebook_likes,director_id,actor_2_id,actor_1_id,actor_3_id,Action,Sport,Reality-TV,Animation,Western,Music,Comedy,Adventure,Short,Musical,Documentary,Film-Noir,News,Sci-Fi,Game-Show,War,Thriller,Fantasy,Drama,Horror,Family,Mystery,Biography,Crime,History,Romance,language_id,country_id,content_rating_id,movie_title
95,1070,2012,5.8,0,544,858,516,998,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,The Guilt Trip
111,4486,2011,6.2,26000,548,859,517,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,4,Scream 4
123,12970,1999,6.5,0,133,77,76,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,7,4,8MM
140,3044,1991,7.2,0,78,403,518,552,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,4,The Doors
94,1488,2014,5.1,0,561,806,519,1001,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Sex Tape
94,1238,2000,4.7,390,562,860,258,1002,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,Hanging Up
92,3074,2011,5.9,20000,458,861,520,1003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,Final Destination 5
102,2913,1999,5.8,445,563,862,57,1004,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,Mickey Blue Eyes
123,23920,2000,7.2,16000,237,812,11,1005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Pay It Forward
104,1827,2005,6.2,0,307,863,521,1006,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Fever Pitch
30,108,0,7.4,301,113,864,522,1007,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,3,Arthur
102,3239,2008,5.7,702,254,865,503,556,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Drillbit Taylor
136,28927,2014,6.1,24000,314,99,22,537,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,A Million Ways to Die in the West
93,2711,1994,6.0,0,503,866,446,1008,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,The Shadow
129,15595,2011,6.9,39000,564,867,33,1009,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Extremely Loud & Incredibly Close
107,621,2010,6.5,0,498,868,523,1010,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Morning Glory
117,3969,2005,5.0,0,474,869,524,321,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,4,Get Rich or Die Tryin'
116,3753,2000,5.7,470,565,74,280,1011,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,4,The Art of War
135,5917,2005,7.0,3000,126,870,169,1012,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Rent
107,4565,2000,5.1,394,168,871,295,1013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,4,Bless the Child
90,1335,1999,5.3,279,400,872,525,1014,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,The Out-of-Towners
99,10469,1996,4.4,0,407,36,373,1015,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,The Island of Dr. Moreau
104,2888,2001,4.7,299,177,873,526,1016,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,The Musketeer
115,77823,2008,6.7,0,566,24,131,1017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,The Other Boleyn Girl
119,29484,2001,6.7,8000,567,99,63,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Sweet November
99,960,2007,5.7,0,249,874,527,1018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,4,The Reaping
112,23737,1973,7.4,0,48,875,158,1019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,4,Mean Streets
128,3126,1994,6.1,680,487,876,98,1020,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Renaissance Man
112,3432,2011,6.4,15000,484,877,528,1021,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,9,0,Colombiana
86,14275,1998,6.2,0,568,878,61,1022,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,3,The Magic Sword: Quest for Camelot
108,34377,2002,6.2,416,309,6,158,1023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,4,City by the Sea
128,3821,1999,5.9,0,569,214,529,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,At First Sight
84,5039,2004,4.0,0,570,488,530,1025,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Torque
111,17877,1996,6.2,309,377,879,210,739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,4,City Hall
131,18913,1995,4.6,0,130,880,531,1026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,5,Showgirls
123,7243,2006,6.4,0,571,881,396,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,Marie Antoinette
101,14008,1995,5.9,555,466,331,76,532,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,4,Kiss of Death
102,14463,2000,5.1,604,572,793,237,1027,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,4,Get Carter
114,7099,2012,7.6,54000,573,882,19,1028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,12,0,The Impossible
107,3374,1987,4.2,754,574,218,532,1029,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Ishtar
87,24770,2009,7.8,15000,470,608,192,1030,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,Fantastic Mr. Fox
103,12566,2002,5.8,835,392,540,60,1031,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Life or Something Like It
99,2125,1992,5.9,630,469,883,533,1032,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,Memoirs of an Invisible Man
122,809,2001,8.4,39000,365,884,534,1033,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,9,4,Amélie
91,3974,2004,4.8,849,575,885,535,1034,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,2,New York Minute
103,3639,2004,6.2,0,576,832,536,353,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,4,Alfie
107,1702,2012,6.5,0,547,886,223,1035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,2,Big Miracle
106,4327,1999,6.3,579,577,772,461,1036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,The Deep End of the Ocean
101,4262,2002,3.3,612,578,887,326,266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,4,Feardotcom
109,20503,2009,5.9,0,166,62,162,1037,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Cirque du Freak: The Vampire's Assistant
110,12876,2015,6.0,11000,524,589,113,924,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,Victor Frankenstein
89,3096,2003,5.8,0,478,276,537,916,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Duplex
100,4103,2008,6.5,866,579,327,85,805,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,Soul Men
119,1883,1980,4.7,328,580,888,538,1011,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,2,Raise the Titanic
83,4024,1999,4.1,401,581,889,504,644,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Universal Soldier: The Return
108,14127,2009,6.8,10000,582,68,392,1038,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,7,4,Pandorum
102,2664,2001,6.2,892,449,890,346,1039,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,4,Impostor
93,4123,2002,4.5,158,565,891,295,783,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,Extreme Ops
84,1149,2001,5.8,565,583,892,539,1040,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,9,0,Just Visiting
107,11623,2007,7.3,15000,464,893,104,1041,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4,Sunshine
91,222,2012,5.9,0,355,894,540,1042,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,A Thousand Words
94,2449,2008,4.4,211,584,895,376,1043,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,Delgo
115,1686,2015,5.8,0,430,835,167,1044,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,4,The Gunman
93,15638,2006,5.1,823,585,624,413,1045,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,7,2,Alex Rider: Operation Stormbreaker
105,2288,2007,6.9,0,240,896,541,408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,Disturbia
107,13821,1995,6.2,12000,386,802,60,1046,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,Hackers
101,504,2007,6.9,0,586,897,542,1047,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,4,The Hunting Party
111,2612,1994,7.3,0,375,898,543,1048,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,The Hudsucker Proxy
113,6267,2007,7.1,0,587,899,54,1049,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,3,13,4,The Warlords
112,2115,2005,6.0,265,194,900,544,474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,10,9,4,Nomad: The Warrior
126,12286,2013,7.0,58000,588,43,104,1050,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,17,4,Snowpiercer
90,3243,2011,6.8,0,193,901,243,1051,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,9,2,A Monster in Paris
93,5240,2004,5.7,89,589,759,91,1052,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,The Last Shot
98,2630,1994,7.6,15000,104,902,518,840,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,4,The Crow
159,554,2015,8.4,21000,590,903,545,1053,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,11,15,1,Baahubali: The Beginning
107,568,2009,7.1,13000,127,904,546,1054,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,The Time Traveler's Wife
102,1930,2007,5.6,0,333,905,547,128,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Because I Said So
106,45327,2001,6.7,14000,49,84,74,92,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,The Fast and the Furious
87,4774,2012,7.0,25000,24,509,269,1055,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,Frankenweenie
119,2853,2005,8.0,14000,8,906,548,1056,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Serenity
110,2972,2004,5.3,177,591,845,536,819,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,Against the Ropes
125,2329,1983,4.9,0,421,907,394,742,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,Superman III
113,36009,2013,6.4,12000,231,234,158,1057,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grudge Match
150,2172,2008,7.4,0,134,804,549,1058,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,3,8,4,Red Cliff
108,4251,2002,6.1,0,279,826,550,1059,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Sweet Home Alabama
96,22436,2009,6.5,9000,275,641,69,1060,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,The Ugly Truth
93,2176,1996,5.7,478,592,908,551,1061,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Sgt. Bilko
100,18291,2002,5.1,478,423,909,26,1062,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,Spy Kids 2: Island of Lost Dreams
118,6427,1994,6.6,0,593,303,277,651,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,Star Trek: Generations
122,943,2013,6.5,13000,594,910,552,1063,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,13,0,The Grandmaster
120,36062,2011,6.9,33000,70,231,83,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Water for Elephants
60,25160,0,7.8,0,113,151,58,1064,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,3rd Rock from the Sun
88,196,2014,6.4,0,595,911,553,1065,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,8,1,Dragon Nest: Warriors' Dawn
146,20516,1999,7.6,0,596,912,156,1066,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,4,The Hurricane
115,3770,2002,5.6,0,77,913,451,1067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,Enough
123,2912,2001,6.2,989,597,895,554,242,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,Heartbreakers
94,3552,2015,4.4,8000,445,914,555,1068,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,Paul Blart: Mall Cop 2
102,1440,2001,5.6,689,598,915,556,1069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,4,Angel Eyes
98,2765,2001,5.5,168,368,916,338,308,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,Joe Somebody
133,42344,1999,6.7,0,335,273,1,473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,12,4,The Ninth Gate
118,24547,1996,6.1,352,77,917,6,1070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,4,Extreme Measures
105,1265,2001,6.2,0,392,918,557,1071,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,Rock Star
109,3277,2009,7.3,12000,599,310,558,1072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,Precious
129,16237,1996,6.6,911,18,919,30,428,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,White Squall
109,1757,1982,8.2,23000,469,920,559,1073,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,4,The Thing
127,17551,2013,6.4,39000,138,921,127,450,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,Riddick
118,74,1997,6.4,389,600,922,560,1074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,4,Switchback
110,2120,2001,5.2,474,601,923,561,1075,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Texas Rangers
90,15494,2008,6.5,0,276,166,192,1076,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,City of Ember
144,427,2012,7.1,27000,602,924,562,1077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,The Master
97,4900,2007,4.8,366,603,925,563,1078,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,19,4,Virgin Territory
130,5162,2008,7.3,0,449,926,184,736,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,The Express
112,19974,2016,5.2,14000,604,927,53,1079,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,The 5th Wave
133,15106,2015,7.7,70000,605,928,237,540,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Creed
150,14296,2010,7.6,29000,520,352,119,1080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,4,The Town
110,13396,2012,5.7,14000,606,68,219,769,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,What to Expect When You're Expecting
96,36093,2008,7.0,0,607,40,6,320,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,Burn After Reading
96,18178,2008,6.0,0,608,929,69,1081,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,Nim's Island
123,37206,2013,8.1,83000,84,35,8,1082,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,4,Rush
188,1906,1999,8.0,13000,602,930,564,1083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,Magnolia
107,14483,2010,5.6,0,609,931,99,485,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,Cop Out
110,4882,2016,6.1,15000,610,932,517,1084,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,How to Be Single
113,14209,2011,6.9,0,611,933,130,1085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,Dolphin Tale
122,44060,2008,5.2,19000,534,642,224,533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,Twilight
116,20970,2002,7.0,0,550,934,156,920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,John Q
93,2986,1999,6.3,0,243,935,344,1086,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,Blue Streak
118,3425,2013,7.0,35000,436,936,565,769,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,We're the Millers
115,599,2009,5.3,240,612,937,566,1087,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,20,1,Obitaemyy ostrov
93,1874,1997,6.9,0,65,83,567,718,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,4,Breakdown
121,762,1983,6.2,0,613,938,568,1088,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,Never Say Never Again
101,1272,2010,6.4,12000,614,939,569,865,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Hot Tub Time Machine
107,13904,2014,6.4,0,611,940,130,1085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,Dolphin Tale 2
124,10838,2000,5.7,852,407,699,233,602,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,1,0,0,4,Reindeer Games
109,16611,2003,6.1,0,273,913,127,429,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,4,A Man Apart
105,44037,2015,5.4,11000,296,941,16,1089,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Aloha
130,3968,1996,6.7,591,340,942,461,955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,Ghosts of Mississippi
127,2393,1999,6.8,846,615,943,570,560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,Snow Falling on Cedars
114,19904,2011,6.0,23000,310,944,82,1090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,The Rite
106,1942,1997,7.8,17000,468,945,571,1091,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Gattaca
95,2928,2000,5.3,133,465,214,572,1092,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,4,Isn't She Great
81,2268,2008,4.5,279,143,946,573,1093,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,Space Chimps
95,4537,2003,5.4,638,616,603,85,638,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Head of State
108,17623,2009,7.8,24000,235,947,71,805,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,The Hangover
105,615,2015,7.2,12000,617,948,574,1094,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,12,13,0,Ip Man 3
95,47203,1999,6.6,0,190,949,424,584,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Austin Powers: The Spy Who Shagged Me
126,2725,1989,7.6,12000,24,607,120,1095,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Batman
102,3497,2011,5.9,2000,58,176,528,1096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,12,0,There Be Dragons
121,1446,1992,6.7,0,105,363,575,555,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,4,Lethal Weapon 3
129,3389,2009,7.7,38000,199,950,576,1097,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,The Blind Side
43,2255,0,5.8,0,113,951,577,592,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Rush Hour
88,4499,2001,5.4,0,423,432,461,1098,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,Spy Kids
106,18669,2011,6.9,31000,238,952,11,1099,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,Horrible Bosses
110,25964,2010,7.7,36000,607,60,109,1100,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,True Grit
109,23923,2006,6.8,0,345,85,209,1101,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,The Devil Wears Prada
143,16007,1979,6.4,0,618,953,194,1102,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,Star Trek: The Motion Picture
